file,gene,n_individuals,avg_mut_per_ind,median_mut_per_ind,unique_positions,max_count_pos_base,top_positions
6_Zm00001eb271000_gene:84325957-84326421_260313_024227_997895,6_Zm00001eb271000_gene:84325957-84326421_260313_024227_997895,91,45.0,45.0,102,90,1018:90;834:89;949:86
3_Zm00001eb127980_gene:38168137-38168941_260312_235810_508112,3_Zm00001eb127980_gene:38168137-38168941_260312_235810_508112,92,45.29347826086956,45.5,99,90,1105:90;1070:89;1186:89
5_Zm00001eb210790_gene:1365174-1371616_260313_012704_833185,5_Zm00001eb210790_gene:1365174-1371616_260313_012704_833185,91,45.0,45.0,109,89,1386:89;1392:89;1408:86
1_Zm00001eb016640_gene:58790622-58805167_260312_222747_890773,1_Zm00001eb016640_gene:58790622-58805167_260312_222747_890773,91,45.0,45.0,106,88,1435:89;1399:88;1400:88
4_Zm00001eb208550_gene:247111322-247111058_260313_012226_058312,4_Zm00001eb208550_gene:247111322-247111058_260313_012226_058312,91,45.0,45.0,119,83,857:83;859:83;865:83
1_Zm00001eb056160_gene:279299032-279297394_260312_222747_886618,1_Zm00001eb056160_gene:279299032-279297394_260312_222747_886618,91,45.0,45.0,102,87,1132:88;1280:87;1275:86
7_Zm00001eb310510_gene:99189382-99188939_260313_025255_641284,7_Zm00001eb310510_gene:99189382-99188939_260313_025255_641284,91,45.0,45.0,125,84,2357:90;2379:86;975:84
4_Zm00001eb174050_gene:40907305-40901229_260313_011911_410293,4_Zm00001eb174050_gene:40907305-40901229_260313_011911_410293,91,45.0,45.0,120,84,1183:84;1448:79;1171:76
6_Zm00001eb262400_gene:17495185-17490785_260313_025026_774438,6_Zm00001eb262400_gene:17495185-17490785_260313_025026_774438,91,45.0,45.0,116,90,1434:90;1383:83;1382:82
9_Zm00001eb397020_gene:143827986-143847918_260313_042723_819354,9_Zm00001eb397020_gene:143827986-143847918_260313_042723_819354,91,45.0,45.0,119,87,955:89;1001:87;1154:87
1_Zm00001eb027720_gene:140973273-140967581_260312_222747_887692,1_Zm00001eb027720_gene:140973273-140967581_260312_222747_887692,91,45.0,45.0,111,90,1303:90;1279:89;1271:88
10_Zm00001eb419010_gene:97910770-97908755_260312_235138_090120,10_Zm00001eb419010_gene:97910770-97908755_260312_235138_090120,91,45.0,45.0,106,89,1461:89;1188:88;1497:88
8_Zm00001eb359030_gene:149935019-149936675_260313_040900_495931,8_Zm00001eb359030_gene:149935019-149936675_260313_040900_495931,91,45.0,45.0,106,90,1356:90;1364:89;1380:87
2_Zm00001eb076880_gene:28560382-28555257_260312_235459_664530,2_Zm00001eb076880_gene:28560382-28555257_260312_235459_664530,91,45.0,45.0,113,86,1321:87;1294:86;1319:86
6_Zm00001eb271400_gene:88113437-88113169_260313_024735_262383,6_Zm00001eb271400_gene:88113437-88113169_260313_024735_262383,91,45.0,45.0,107,89,917:89;918:89;907:88
1_Zm00001eb056780_gene:281517778-281521970_260312_222747_886582,1_Zm00001eb056780_gene:281517778-281521970_260312_222747_886582,91,45.0,45.0,107,86,1190:89;1318:86;1248:85
4_Zm00001eb167060_gene:6913147-6911220_260313_012337_003839,4_Zm00001eb167060_gene:6913147-6911220_260313_012337_003839,90,44.63333333333333,44.5,109,85,1130:85;1163:85;1171:84
6_Zm00001eb266790_gene:45514691-45515306_260313_024644_952458,6_Zm00001eb266790_gene:45514691-45515306_260313_024644_952458,89,44.07865168539326,44.0,109,88,1088:88;1083:87;1103:86
8_Zm00001eb336560_gene:17448827-17446356_260313_041357_841458,8_Zm00001eb336560_gene:17448827-17446356_260313_041357_841458,91,45.0,45.0,119,87,1420:87;1417:86;1419:86
4_Zm00001eb202570_gene:222112764-222115449_260313_011941_011748,4_Zm00001eb202570_gene:222112764-222115449_260313_011941_011748,89,44.337078651685395,44.0,106,86,1399:87;1404:86;1374:85
8_Zm00001eb342880_gene:66309690-66312445_260313_040840_551227,8_Zm00001eb342880_gene:66309690-66312445_260313_040840_551227,92,45.29347826086956,45.5,117,88,1311:88;971:86;1263:86
1_Zm00001eb063600_gene:302758316-302752202_260312_222747_905941,1_Zm00001eb063600_gene:302758316-302752202_260312_222747_905941,91,45.0,45.0,103,89,1209:89;1211:89;1230:89
8_Zm00001eb368640_gene:176586254-176583214_260313_041152_087648,8_Zm00001eb368640_gene:176586254-176583214_260313_041152_087648,91,45.0,45.0,104,89,1201:89;1443:89;1243:87
