file,gene,n_individuals,avg_mut_per_ind,median_mut_per_ind,unique_positions,max_count_pos_base,top_positions
1_AT1G13950_gene:4773433-4774935_260312_220349_579742,1_AT1G13950_gene:4773433-4774935_260312_220349_579742,91,45.0,45.0,100,86,971:86;1373:86;1111:85
4_AT4G04620_gene:2330590-2328441_260313_022816_396367,4_AT4G04620_gene:2330590-2328441_260313_022816_396367,91,45.0,45.0,110,90,1353:90;1226:88;1230:88
3_AT3G59900_gene:22129504-22130472_260313_010026_798127,3_AT3G59900_gene:22129504-22130472_260313_010026_798127,91,45.0,45.0,101,85,1129:88;1003:85;1165:85
2_AT2G41225_gene:17191486-17190977_260312_233218_605464,2_AT2G41225_gene:17191486-17190977_260312_233218_605464,91,45.0,45.0,125,85,1023:90;1005:85;2126:85
2_AT2G01980_gene:457001-463408_260312_233225_420632,2_AT2G01980_gene:457001-463408_260312_233225_420632,91,45.0,45.0,113,88,1436:88;1260:87;1234:80
3_AT3G25910_gene:9489220-9491130_260313_005737_689311,3_AT3G25910_gene:9489220-9491130_260313_005737_689311,91,45.0,45.0,116,88,1783:88;1785:88;1416:84
2_AT2G36010_gene:15119515-15123184_260312_233156_288848,2_AT2G36010_gene:15119515-15123184_260312_233156_288848,91,45.0,45.0,110,84,1137:90;1045:84;1248:83
2_AT2G40610_gene:16950705-16948790_260312_233350_667546,2_AT2G40610_gene:16950705-16948790_260312_233350_667546,90,44.51111111111111,44.5,108,89,1569:89;1206:82;1224:82
5_AT5G53160_gene:21560600-21562709_260313_040652_081190,5_AT5G53160_gene:21560600-21562709_260313_040652_081190,91,45.0,45.0,118,89,1363:89;1156:88;965:87
1_AT1G64280_gene:23855658-23852747_260312_232932_152178,1_AT1G64280_gene:23855658-23852747_260312_232932_152178,92,45.21739130434783,45.5,104,91,1177:91;1087:90;1046:86
1_AT1G07867_gene:19807113-19806916_260312_233147_033439,1_AT1G07867_gene:19807113-19806916_260312_233147_033439,91,45.0,45.0,111,89,883:89;2640:86;2634:85
2_AT2G40690_gene:16973991-16976534_260312_233411_115383,2_AT2G40690_gene:16973991-16976534_260312_233411_115383,91,45.0,45.0,117,88,1182:88;1187:88;1161:87
5_AT5G19220_gene:6466831-6463823_260313_040330_814068,5_AT5G19220_gene:6466831-6463823_260313_040330_814068,91,45.032967032967036,45.0,112,90,1336:90;1348:89;1333:88
3_AT3G13960_gene:4608075-4610497_260313_010339_615223,3_AT3G13960_gene:4608075-4610497_260313_010339_615223,92,45.08695652173913,45.5,105,91,1196:91;1123:89;1127:88
3_AT3G57280_gene:21193679-21195790_260313_010039_869962,3_AT3G57280_gene:21193679-21195790_260313_010039_869962,92,45.41304347826087,45.5,106,91,1243:91;1000:90;1108:88
1_AT1G22810_gene:8075037-8074230_260312_233145_926940,1_AT1G22810_gene:8075037-8074230_260312_233145_926940,91,45.0,45.0,99,88,949:90;996:88;951:87
4_AT4G37750_gene:17739513-17742407_260313_023639_004246,4_AT4G37750_gene:17739513-17742407_260313_023639_004246,91,45.0,45.0,110,89,1239:89;1069:86;1136:85
5_AT5G27150_gene:9553299-9557594_260313_040136_513371,5_AT5G27150_gene:9553299-9557594_260313_040136_513371,92,45.130434782608695,45.5,108,91,973:91;976:88;983:88
4_AT4G34460_gene:16479620-16477030_260313_023038_369294,4_AT4G34460_gene:16479620-16477030_260313_023038_369294,91,45.0,45.0,107,89,1002:89;1315:89;1127:88
5_AT5G13430_gene:4307570-4305105_260313_042757_526998,5_AT5G13430_gene:4307570-4305105_260313_042757_526998,91,45.0,45.0,99,90,1771:90;1780:89;1787:88
4_AT4G21200_gene:11302681-11306770_260313_022656_749000,4_AT4G21200_gene:11302681-11306770_260313_022656_749000,91,45.0,45.0,105,90,1285:90;1324:88;1340:86
5_AT5G47770_gene:19345109-19347677_260313_045433_729379,5_AT5G47770_gene:19345109-19347677_260313_045433_729379,91,45.0,45.0,102,89,1314:89;1176:87;1311:87
5_AT5G61430_gene:24702787-24701061_260313_035445_688747,5_AT5G61430_gene:24702787-24701061_260313_035445_688747,91,45.0,45.0,115,84,1185:84;1209:84;1883:83
3_AT3G60640_gene:22415750-22417548_260313_011549_945340,3_AT3G60640_gene:22415750-22417548_260313_011549_945340,91,45.0,45.0,106,90,1356:90;1375:89;1398:88
5_AT5G40360_gene:16144791-16146671_260313_040954_410578,5_AT5G40360_gene:16144791-16146671_260313_040954_410578,91,45.0,45.0,105,89,1200:89;1228:89;1173:87
2_AT2G41230_gene:17195697-17194747_260312_234714_750331,2_AT2G41230_gene:17195697-17194747_260312_234714_750331,91,45.0,45.0,103,90,1066:90;983:89;1103:85
4_AT4G25420_gene:12992585-12990850_260313_022421_637966,4_AT4G25420_gene:12992585-12990850_260313_022421_637966,93,45.494623655913976,46.0,102,91,1327:92;1208:91;1218:89
5_AT5G15230_gene:4944815-4946299_260313_035747_241784,5_AT5G15230_gene:4944815-4946299_260313_035747_241784,91,45.0,45.0,112,85,1349:85;1356:85;1358:85
4_AT4G25490_gene:13022996-13021779_260313_022758_967984,4_AT4G25490_gene:13022996-13021779_260313_022758_967984,91,45.0,45.0,106,90,1261:90;1277:86;1074:81
1_AT1G64970_gene:24136109-24134084_260312_220349_592399,1_AT1G64970_gene:24136109-24134084_260312_220349_592399,92,45.47826086956522,45.5,116,91,1857:91;1471:86;1466:84
1_AT1G56010_gene:20949281-20946570_260312_233017_841047,1_AT1G56010_gene:20949281-20946570_260312_233017_841047,91,45.0,45.0,119,89,1800:89;1156:81;1202:81
3_AT3G12750_gene:4053201-4051650_260313_012708_165605,3_AT3G12750_gene:4053201-4051650_260313_012708_165605,91,45.0,45.0,109,89,1189:89;1205:88;1191:86
4_AT4G40060_gene:18573084-18571238_260313_022819_624939,4_AT4G40060_gene:18573084-18571238_260313_022819_624939,91,45.0,45.0,115,85,1221:89;1082:84;1242:84
1_AT1G69970_gene:26354613-26352562_260312_220349_604974,1_AT1G69970_gene:26354613-26352562_260312_220349_604974,91,45.0,45.0,102,86,1158:88;1232:88;1304:86
5_AT5G66400_gene:26519447-26518276_260313_030724_675430,5_AT5G66400_gene:26519447-26518276_260313_030724_675430,91,45.0,45.0,108,86,1186:86;1200:86;1143:83
1_AT1G54160_gene:20219452-20217335_260312_220349_578270,1_AT1G54160_gene:20219452-20217335_260312_220349_578270,91,45.0,45.0,105,86,1115:87;1238:86;1244:86
1_AT1G69530_gene:26141725-26143538_260312_220349_619149,1_AT1G69530_gene:26141725-26143538_260312_220349_619149,91,45.0,45.0,96,89,1319:89;1308:88;1316:87
4_AT4G34000_gene:16295333-16298285_260313_022637_554316,4_AT4G34000_gene:16295333-16298285_260313_022637_554316,91,45.0,45.0,112,90,1213:90;1219:89;1194:88
2_AT2G47060_gene:19335163-19332824_260312_233752_232495,2_AT2G47060_gene:19335163-19332824_260312_233752_232495,92,45.34782608695652,45.5,108,91,1357:91;968:90;1245:89
5_AT5G39400_gene:15766036-15768354_260313_035514_106794,5_AT5G39400_gene:15766036-15768354_260313_035514_106794,91,45.0,45.0,115,83,1159:83;1170:83;1186:83
3_AT3G27785_gene:10290934-10288602_260313_010243_093494,3_AT3G27785_gene:10290934-10288602_260313_010243_093494,91,45.0,45.0,111,90,1801:90;1790:89;1788:88
3_AT3G48160_gene:17783330-17786160_260313_010331_179789,3_AT3G48160_gene:17783330-17786160_260313_010331_179789,92,45.391304347826086,45.5,104,90,1111:91;1336:90;1436:89
2_AT2G41510_gene:17314411-17317354_260312_233442_093434,2_AT2G41510_gene:17314411-17317354_260312_233442_093434,91,45.0,45.0,109,86,1298:86;1311:86;1351:85
5_AT5G25620_gene:8938768-8934940_260313_052137_886852,5_AT5G25620_gene:8938768-8934940_260313_052137_886852,91,45.0,45.0,106,90,1755:90;1292:88;1239:82
2_AT2G47015_gene:19319813-19320031_260313_005643_343674,2_AT2G47015_gene:19319813-19320031_260313_005643_343674,91,45.0,45.0,123,82,2404:82;2403:81;803:79
2_AT2G47160_gene:19361328-19357419_260312_233312_447576,2_AT2G47160_gene:19361328-19357419_260312_233312_447576,91,45.0,45.0,106,90,1093:90;1116:89;1221:88
1_AT1G78420_gene:29504531-29507680_260312_220349_617324,1_AT1G78420_gene:29504531-29507680_260312_220349_617324,91,45.0,45.0,111,86,1336:86;1026:85;1106:81
1_AT1G50920_gene:18870058-18872968_260312_233123_946399,1_AT1G50920_gene:18870058-18872968_260312_233123_946399,91,45.0,45.0,107,88,1473:88;2048:88;1470:87
2_AT2G36790_gene:15421866-15420172_260312_233554_900925,2_AT2G36790_gene:15421866-15420172_260312_233554_900925,91,45.0,45.0,107,90,1227:90;1290:89;1195:83
5_AT5G24800_gene:8515199-8516669_260313_040726_288096,5_AT5G24800_gene:8515199-8516669_260313_040726_288096,90,44.51111111111111,44.5,117,85,1173:85;1179:85;1791:84
1_AT1G16540_gene:5659369-5665488_260312_220349_619124,1_AT1G16540_gene:5659369-5665488_260312_220349_619124,91,45.0,45.0,104,90,1145:90;1029:89;1152:86
1_AT1G09570_gene:3100819-3095159_260312_220349_575095,1_AT1G09570_gene:3100819-3095159_260312_220349_575095,91,45.0,45.0,108,90,1432:90;1443:89;1440:87
5_AT5G45900_gene:18615174-18618597_260313_035858_088970,5_AT5G45900_gene:18615174-18618597_260313_035858_088970,91,45.0,45.0,110,88,1105:89;1228:88;1850:87
4_AT4G30972_gene:15074898-15075081_260313_025244_622727,4_AT4G30972_gene:15074898-15075081_260313_025244_622727,91,45.0,45.0,116,86,874:86;880:86;884:86
4_AT4G35270_gene:16782054-16777263_260313_023701_276216,4_AT4G35270_gene:16782054-16777263_260313_023701_276216,91,45.0,45.0,107,90,1276:90;1284:89;1210:88
5_AT5G20635_gene:6982163-6979156_260313_051757_875484,5_AT5G20635_gene:6982163-6979156_260313_051757_875484,91,45.0,45.0,104,89,1075:90;1080:89;1087:88
2_AT2G18790_gene:8139755-8144461_260312_233230_645228,2_AT2G18790_gene:8139755-8144461_260312_233230_645228,91,45.0,45.0,108,88,1461:90;1426:89;1433:88
1_AT1G15360_gene:5283267-5284736_260312_220349_581448,1_AT1G15360_gene:5283267-5284736_260312_220349_581448,91,45.0,45.0,98,90,1141:90;1439:86;1467:86
1_AT1G22740_gene:8049089-8050784_260312_220349_578852,1_AT1G22740_gene:8049089-8050784_260312_220349_578852,91,45.0,45.0,101,90,1252:90;1223:88;1050:87
4_AT4G29130_gene:14355201-14352036_260313_022508_584752,4_AT4G29130_gene:14355201-14352036_260313_022508_584752,91,45.0,45.0,107,90,1458:90;1431:89;1496:87
1_AT1G12680_gene:4323265-4319876_260312_233107_422679,1_AT1G12680_gene:4323265-4319876_260312_233107_422679,91,45.0,45.0,104,90,1138:90;970:89;1125:88
1_AT1G01720_gene:267992-269819_260312_220349_624777,1_AT1G01720_gene:267992-269819_260312_220349_624777,91,45.0,45.0,103,90,1279:90;1116:89;1139:88
4_AT4G29080_gene:14325361-14323295_260313_022436_219738,4_AT4G29080_gene:14325361-14323295_260313_022436_219738,91,44.9010989010989,45.0,106,90,1021:90;1233:89;1236:84
5_AT5G28640_gene:10650066-10647466_260313_035942_010391,5_AT5G28640_gene:10650066-10647466_260313_035942_010391,91,45.0,45.0,107,86,1247:86;1413:86;2063:85
3_AT3G21150_gene:7413727-7412444_260313_010126_135112,3_AT3G21150_gene:7413727-7412444_260313_010126_135112,91,45.0,45.0,102,89,1139:89;1116:88;1105:87
5_AT5G16230_gene:5302904-5306088_260313_035055_670735,5_AT5G16230_gene:5302904-5306088_260313_035055_670735,92,45.23913043478261,45.5,106,91,1449:91;1474:90;1488:88
5_AT5G46180_gene:18721744-18718416_260313_040057_790834,5_AT5G46180_gene:18721744-18718416_260313_040057_790834,91,45.0,45.0,107,86,1487:86;1275:85;1395:84
2_AT2G22840_gene:9728479-9731301_260313_005639_747015,2_AT2G22840_gene:9728479-9731301_260313_005639_747015,92,45.22826086956522,45.5,104,91,1138:91;1461:90;1453:88
5_AT5G56970_gene:23048292-23044838_260313_035704_259014,5_AT5G56970_gene:23048292-23044838_260313_035704_259014,91,45.0,45.0,111,84,1441:84;1810:80;1287:77
5_AT5G57290_gene:23207961-23206695_260313_035903_862004,5_AT5G57290_gene:23207961-23206695_260313_035903_862004,91,45.0,45.0,111,87,995:87;1997:87;998:86
3_AT3G50660_gene:18817405-18813948_260313_005712_979473,3_AT3G50660_gene:18817405-18813948_260313_005712_979473,91,45.0,45.0,104,89,1093:89;946:88;1240:86
2_AT2G39730_gene:16573692-16570745_260312_233542_228487,2_AT2G39730_gene:16573692-16570745_260312_233542_228487,92,45.04347826086956,45.5,113,91,929:91;1412:90;1401:89
1_AT1G45249_gene:17167924-17165124_260312_220349_575179,1_AT1G45249_gene:17167924-17165124_260312_220349_575179,91,45.0,45.0,108,89,1087:89;1103:88;1106:87
3_AT3G54320_gene:20114487-20118745_260313_010439_443662,3_AT3G54320_gene:20114487-20118745_260313_010439_443662,91,45.0,45.0,106,89,1082:89;1415:88;1069:87
5_AT5G02470_gene:544955-542317_260313_051830_220680,5_AT5G02470_gene:544955-542317_260313_051830_220680,91,45.0,45.0,109,86,1162:87;1153:86;1155:86
1_AT1G56600_gene:21207536-21209635_260312_220349_577632,1_AT1G56600_gene:21207536-21209635_260312_220349_577632,91,45.0,45.0,109,90,1162:90;1172:89;1189:88
4_AT4G21980_gene:11655561-11657034_260313_023242_088077,4_AT4G21980_gene:11655561-11657034_260313_023242_088077,91,45.0,45.0,124,90,1281:90;1119:88;1123:84
