file,gene,n_individuals,avg_mut_per_ind,median_mut_per_ind,unique_positions,max_count_pos_base,top_positions
5_AT5G13640_gene:4392936-4397541_260312_201434_512869,5_AT5G13640_gene:4392936-4397541_260312_201434_512869,229,51.419213973799124,60.0,101,227,1323:227;1320:219;1327:219
4_AT4G04620_gene:2330590-2328441_260312_185607_487792,4_AT4G04620_gene:2330590-2328441_260312_185607_487792,491,66.87372708757637,73.0,149,490,1385:490;1171:488;1199:486
5_AT5G53160_gene:21560600-21562709_260312_203320_562006,5_AT5G53160_gene:21560600-21562709_260312_203320_562006,428,64.3785046728972,70.0,114,425,1042:425;1044:425;1080:425
1_AT1G12680_gene:4323265-4319876_260312_155639_205544,1_AT1G12680_gene:4323265-4319876_260312_155639_205544,170,57.12352941176471,68.0,116,168,1111:168;1140:168;1057:164
2_AT2G36790_gene:15421866-15420172_260312_160200_976776,2_AT2G36790_gene:15421866-15420172_260312_160200_976776,94,46.297872340425535,46.5,120,89,967:89;1004:89;1019:89
3_AT3G27785_gene:10290934-10288602_260312_172938_986165,3_AT3G27785_gene:10290934-10288602_260312_172938_986165,95,46.136842105263156,47.0,121,90,1849:90;1846:89;1790:86
4_AT4G34460_gene:16479620-16477030_260312_185727_317751,4_AT4G34460_gene:16479620-16477030_260312_185727_317751,126,44.54761904761905,55.5,78,124,1127:124;1397:119;1460:118
4_AT4G25470_gene:13016235-13015249_260312_185911_728671,4_AT4G25470_gene:13016235-13015249_260312_185911_728671,119,53.142857142857146,57.0,107,118,1118:118;1916:114;1932:114
2_AT2G36010_gene:15119515-15123184_260312_155944_256424,2_AT2G36010_gene:15119515-15123184_260312_155944_256424,212,61.301886792452834,73.0,111,210,1137:211;1196:210;1388:207
3_AT3G47340_gene:17441431-17437839_260312_172728_088443,3_AT3G47340_gene:17441431-17437839_260312_172728_088443,108,50.666666666666664,53.5,113,105,967:105;980:105;1052:105
4_AT4G35270_gene:16782054-16777263_260312_190400_536751,4_AT4G35270_gene:16782054-16777263_260312_190400_536751,628,62.4171974522293,67.0,110,626,1853:626;1856:625;1030:624
5_AT5G16235_gene:5305945-5304493_260312_214807_386728,5_AT5G16235_gene:5305945-5304493_260312_214807_386728,119,54.53781512605042,59.0,124,118,1061:118;1098:117;1092:116
3_AT3G12750_gene:4053201-4051650_260312_173533_640218,3_AT3G12750_gene:4053201-4051650_260312_173533_640218,106,49.405660377358494,51.5,106,104,1104:104;1463:103;1451:102
5_AT5G02470_gene:544955-542317_260312_213950_256147,5_AT5G02470_gene:544955-542317_260312_213950_256147,294,71.85374149659864,83.0,144,288,1085:288;1087:288;1001:287
1_AT1G07867_gene:19807113-19806916_260312_155939_168418,1_AT1G07867_gene:19807113-19806916_260312_155939_168418,91,45.0,45.0,119,85,772:85;788:85;869:85
4_AT4G29740_gene:14566182-14569380_260312_185859_133381,4_AT4G29740_gene:14566182-14569380_260312_185859_133381,222,60.73873873873874,71.0,124,220,1111:220;1112:220;1134:220
3_AT3G26744_gene:9835279-9832666_260312_173108_616560,3_AT3G26744_gene:9835279-9832666_260312_173108_616560,253,56.130434782608695,63.0,121,250,987:250;989:250;975:249
5_AT5G57345_gene:23230749-23229290_260312_202516_772222,5_AT5G57345_gene:23230749-23229290_260312_202516_772222,201,61.049751243781095,71.0,127,199,1049:200;1078:199;1365:198
1_AT1G15360_gene:5283267-5284736_260312_143035_189122,1_AT1G15360_gene:5283267-5284736_260312_143035_189122,95,46.62105263157895,47.0,114,92,1143:92;1469:87;1404:84
4_AT4G21200_gene:11302681-11306770_260312_185538_440340,4_AT4G21200_gene:11302681-11306770_260312_185538_440340,98,47.357142857142854,48.5,125,90,907:90;1094:90;1243:90
3_AT3G50660_gene:18817405-18813948_260312_172325_385559,3_AT3G50660_gene:18817405-18813948_260312_172325_385559,565,66.09557522123893,71.0,146,562,1350:564;1093:562;1153:562
4_AT4G25420_gene:12992585-12990850_260312_184751_107067,4_AT4G25420_gene:12992585-12990850_260312_184751_107067,130,55.276923076923076,64.5,120,126,970:127;1234:126;972:124
5_AT5G46180_gene:18721744-18718416_260312_202949_857622,5_AT5G46180_gene:18721744-18718416_260312_202949_857622,314,57.55732484076433,65.0,106,313,1482:313;1395:312;1383:310
1_AT1G45249_gene:17167924-17165124_260312_143035_183957,1_AT1G45249_gene:17167924-17165124_260312_143035_183957,109,46.11926605504587,52.0,104,108,1743:108;933:107;1066:106
2_AT2G22840_gene:9728479-9731301_260312_172052_661900,2_AT2G22840_gene:9728479-9731301_260312_172052_661900,221,61.15384615384615,71.0,126,220,1312:220;1677:217;1110:215
1_AT1G56010_gene:20949281-20946570_260312_155514_522654,1_AT1G56010_gene:20949281-20946570_260312_155514_522654,92,45.47826086956522,45.5,114,87,1909:87;1181:86;1183:86
1_AT1G26770_gene:9259431-9261313_260312_155722_453754,1_AT1G26770_gene:9259431-9261313_260312_155722_453754,121,54.13223140495868,60.0,139,113,1028:113;1181:110;1199:110
5_AT5G15230_gene:4944815-4946299_260312_202548_375952,5_AT5G15230_gene:4944815-4946299_260312_202548_375952,129,56.2093023255814,64.0,120,116,1100:116;1220:116;1228:116
2_AT2G41510_gene:17314411-17317354_260312_160117_688128,2_AT2G41510_gene:17314411-17317354_260312_160117_688128,149,57.738255033557046,68.0,104,148,1214:148;1038:145;1039:145
5_AT5G16230_gene:5302904-5306088_260312_201327_865959,5_AT5G16230_gene:5302904-5306088_260312_201327_865959,180,51.794444444444444,59.5,94,177,1449:179;1202:177;1460:177
3_AT3G51830_gene:19220115-19225280_260312_172751_812935,3_AT3G51830_gene:19220115-19225280_260312_172751_812935,126,54.43650793650794,61.5,115,123,956:125;1140:123;1376:120
5_AT5G27150_gene:9553299-9557594_260312_203100_146598,5_AT5G27150_gene:9553299-9557594_260312_203100_146598,211,60.33175355450237,71.0,120,209,1131:209;2088:208;989:202
5_AT5G28640_gene:10650066-10647466_260312_202928_456960,5_AT5G28640_gene:10650066-10647466_260312_202928_456960,104,49.46153846153846,51.5,110,102,1832:102;1257:98;1414:98
3_AT3G02610_gene:555625-557723_260312_175033_579028,3_AT3G02610_gene:555625-557723_260312_175033_579028,91,45.0,45.0,113,84,1893:84;1896:83;1753:82
5_AT5G19310_gene:6498742-6503692_260312_192817_423454,5_AT5G19310_gene:6498742-6503692_260312_192817_423454,233,49.91416309012875,54.0,110,232,1863:232;955:230;1001:229
2_AT2G47160_gene:19361328-19357419_260312_160051_071433,2_AT2G47160_gene:19361328-19357419_260312_160051_071433,374,62.38235294117647,69.0,135,370,1093:370;1062:369;1068:369
1_AT1G16540_gene:5659369-5665488_260312_143035_179649,1_AT1G16540_gene:5659369-5665488_260312_143035_179649,166,56.98192771084337,66.5,120,160,1145:160;945:156;1163:156
1_AT1G78290_gene:29459493-29457204_260312_143035_197738,1_AT1G78290_gene:29459493-29457204_260312_143035_197738,151,57.16556291390729,67.0,105,147,1653:147;1259:146;1730:144
2_AT2G01980_gene:457001-463408_260312_155953_888957,2_AT2G01980_gene:457001-463408_260312_155953_888957,127,55.67716535433071,62.0,117,121,1689:121;1532:120;1232:119
2_AT2G47060_gene:19335163-19332824_260312_160210_981595,2_AT2G47060_gene:19335163-19332824_260312_160210_981595,238,60.96218487394958,70.5,98,237,968:237;1357:235;1416:233
5_AT5G61430_gene:24702787-24701061_260312_201918_711429,5_AT5G61430_gene:24702787-24701061_260312_201918_711429,125,54.672,62.0,109,123,1035:123;1873:123;986:117
3_AT3G47500_gene:17506124-17503882_260312_172853_480633,3_AT3G47500_gene:17506124-17503882_260312_172853_480633,746,67.54155495978553,73.0,107,745,1791:745;1159:743;1382:743
2_AT2G39730_gene:16573692-16570745_260312_160123_871748,2_AT2G39730_gene:16573692-16570745_260312_160123_871748,405,69.40493827160493,77.0,135,404,1825:404;1817:402;1866:399
5_AT5G19220_gene:6466831-6463823_260312_203112_765802,5_AT5G19220_gene:6466831-6463823_260312_203112_765802,128,48.09375,55.0,91,124,1382:126;1859:124;1175:123
1_AT1G10300_gene:3377877-3380414_260312_143035_187024,1_AT1G10300_gene:3377877-3380414_260312_143035_187024,100,48.07,49.5,115,95,1185:95;1402:91;1480:91
2_AT2G19500_gene:8447355-8444203_260312_160001_220555,2_AT2G19500_gene:8447355-8444203_260312_160001_220555,106,49.132075471698116,52.5,105,105,1669:105;1864:102;1717:100
3_AT3G28730_gene:10784887-10788729_260312_173258_047492,3_AT3G28730_gene:10784887-10788729_260312_173258_047492,106,50.15094339622642,52.5,111,102,1815:102;867:100;957:94
4_AT4G37750_gene:17739513-17742407_260312_190336_113198,4_AT4G37750_gene:17739513-17742407_260312_190336_113198,158,59.4873417721519,72.5,114,154,1151:156;1399:154;1917:152
1_AT1G54160_gene:20219452-20217335_260312_143035_194422,1_AT1G54160_gene:20219452-20217335_260312_143035_194422,532,67.13157894736842,73.0,124,529,933:529;972:529;1090:527
5_AT5G47770_gene:19345109-19347677_260312_204152_668703,5_AT5G47770_gene:19345109-19347677_260312_204152_668703,294,62.023809523809526,70.5,102,292,1174:292;1334:292;945:288
4_AT4G40060_gene:18573084-18571238_260312_185638_176059,4_AT4G40060_gene:18573084-18571238_260312_185638_176059,260,61.26538461538462,70.0,115,256,1205:256;1221:255;1272:253
4_AT4G30972_gene:15074898-15075081_260312_190516_269902,4_AT4G30972_gene:15074898-15075081_260312_190516_269902,91,45.0,45.0,112,90,635:90;888:88;864:87
1_AT1G22740_gene:8049089-8050784_260312_143035_195675,1_AT1G22740_gene:8049089-8050784_260312_143035_195675,242,62.09504132231405,71.0,120,241,1182:241;996:239;1001:239
1_AT1G15690_gene:5398925-5402733_260312_143035_194432,1_AT1G15690_gene:5398925-5402733_260312_143035_194432,340,55.15,60.0,117,339,1135:339;1123:337;1304:336
2_AT2G41230_gene:17195697-17194747_260312_160215_719125,2_AT2G41230_gene:17195697-17194747_260312_160215_719125,122,52.48360655737705,59.5,108,118,1066:121;1103:119;902:118
2_AT2G47015_gene:19319813-19320031_260312_172245_829548,2_AT2G47015_gene:19319813-19320031_260312_172245_829548,91,45.0,45.0,128,88,818:89;803:88;811:88
1_AT1G50920_gene:18870058-18872968_260312_155810_282893,1_AT1G50920_gene:18870058-18872968_260312_155810_282893,96,47.270833333333336,47.5,117,89,1725:92;1225:89;1219:88
5_AT5G16820_gene:5530194-5532889_260312_214749_247843,5_AT5G16820_gene:5530194-5532889_260312_214749_247843,158,56.85443037974684,68.5,102,157,1308:157;1048:153;1053:153
4_AT4G25490_gene:13022996-13021779_260312_185556_006889,4_AT4G25490_gene:13022996-13021779_260312_185556_006889,112,51.625,55.5,115,110,892:110;1001:108;1010:108
2_AT2G18790_gene:8139755-8144461_260312_155954_284602,2_AT2G18790_gene:8139755-8144461_260312_155954_284602,126,53.38095238095238,60.5,111,122,1461:125;1325:122;1030:119
5_AT5G39400_gene:15766036-15768354_260312_202054_051600,5_AT5G39400_gene:15766036-15768354_260312_202054_051600,91,45.0,45.0,117,87,1890:87;1452:86;1380:83
1_AT1G69970_gene:26354613-26352562_260312_143035_192137,1_AT1G69970_gene:26354613-26352562_260312_143035_192137,107,49.90654205607477,53.0,112,101,1134:101;1303:101;1322:101
1_AT1G64970_gene:24136109-24134084_260312_143035_194437,1_AT1G64970_gene:24136109-24134084_260312_143035_194437,121,53.99173553719008,58.0,109,116,1180:117;1218:116;1220:114
4_AT4G24020_gene:12479527-12484049_260312_190257_677543,4_AT4G24020_gene:12479527-12484049_260312_190257_677543,201,51.517412935323385,61.0,92,198,1106:200;1323:198;1178:196
3_AT3G50630_gene:18800305-18801595_260312_172630_970881,3_AT3G50630_gene:18800305-18801595_260312_172630_970881,102,48.22549019607843,50.5,115,100,1651:100;1643:92;1669:92
1_AT1G64280_gene:23855658-23852747_260312_143035_192225,1_AT1G64280_gene:23855658-23852747_260312_143035_192225,306,48.36601307189542,52.0,82,304,1087:304;1177:304;1201:301
5_AT5G50600_gene:20591937-20589701_260312_202408_319502,5_AT5G50600_gene:20591937-20589701_260312_202408_319502,126,54.857142857142854,61.5,107,125,1139:125;922:124;1084:122
3_AT3G48160_gene:17783330-17786160_260312_173040_460323,3_AT3G48160_gene:17783330-17786160_260312_173040_460323,776,59.993556701030926,63.0,127,774,1111:775;1015:774;992:773
5_AT5G66400_gene:26519447-26518276_260312_190836_131044,5_AT5G66400_gene:26519447-26518276_260312_190836_131044,99,47.81818181818182,49.0,111,97,2092:97;844:95;846:95
1_AT1G69530_gene:26141725-26143538_260312_143035_179350,1_AT1G69530_gene:26141725-26143538_260312_143035_179350,107,49.23364485981308,53.0,108,102,1901:105;1054:102;1415:97
5_AT5G25620_gene:8938768-8934940_260312_214124_308850,5_AT5G25620_gene:8938768-8934940_260312_214124_308850,167,56.4251497005988,66.0,122,160,1239:163;1290:162;1418:160
4_AT4G34000_gene:16295333-16298285_260312_185225_091923,4_AT4G34000_gene:16295333-16298285_260312_185225_091923,582,64.13230240549828,69.0,118,578,1032:578;1044:578;1082:578
5_AT5G45900_gene:18615174-18618597_260312_202614_627881,5_AT5G45900_gene:18615174-18618597_260312_202614_627881,214,61.16822429906542,73.0,128,209,1139:209;1153:209;1930:209
2_AT2G40690_gene:16973991-16976534_260312_160107_546020,2_AT2G40690_gene:16973991-16976534_260312_160107_546020,192,60.776041666666664,75.0,101,189,978:189;1010:182;1445:182
1_AT1G09570_gene:3100819-3095159_260312_143035_191773,1_AT1G09570_gene:3100819-3095159_260312_143035_191773,179,53.36871508379888,65.0,101,175,1167:178;1269:175;1480:174
1_AT1G10370_gene:3398358-3396882_260312_143035_128393,1_AT1G10370_gene:3398358-3396882_260312_143035_128393,148,53.79054054054054,64.0,112,147,1839:147;1835:146;1064:144
5_AT5G24800_gene:8515199-8516669_260312_203323_672483,5_AT5G24800_gene:8515199-8516669_260312_203323_672483,115,52.19130434782609,57.0,109,114,1795:114;1199:110;1360:107
1_AT1G78420_gene:29504531-29507680_260312_143035_127931,1_AT1G78420_gene:29504531-29507680_260312_143035_127931,489,66.61145194274029,73.0,147,487,936:487;1072:486;1026:485
5_AT5G57290_gene:23207961-23206695_260312_202731_248067,5_AT5G57290_gene:23207961-23206695_260312_202731_248067,150,55.72666666666667,63.0,111,148,1022:148;1097:148;1362:145
3_AT3G57280_gene:21193679-21195790_260312_172856_775054,3_AT3G57280_gene:21193679-21195790_260312_172856_775054,127,52.8503937007874,61.0,99,124,996:124;1000:124;1006:124
3_AT3G59900_gene:22129504-22130472_260312_172752_654907,3_AT3G59900_gene:22129504-22130472_260312_172752_654907,100,47.33,49.5,110,98,1238:98;1130:96;972:93
5_AT5G20635_gene:6982163-6979156_260312_210446_932790,5_AT5G20635_gene:6982163-6979156_260312_210446_932790,276,52.85144927536232,57.0,100,275,1080:275;1198:274;1075:273
3_AT3G13960_gene:4608075-4610497_260312_173103_116867,3_AT3G13960_gene:4608075-4610497_260312_173103_116867,136,49.39705882352941,56.0,90,134,1219:134;1216:133;952:131
5_AT5G13430_gene:4307570-4305105_260312_203740_645624,5_AT5G13430_gene:4307570-4305105_260312_203740_645624,140,54.16428571428571,65.0,113,139,1885:139;1826:133;1062:132
3_AT3G21150_gene:7413727-7412444_260312_172917_863060,3_AT3G21150_gene:7413727-7412444_260312_172917_863060,131,51.88549618320611,61.0,105,129,950:129;1004:129;1024:128
3_AT3G54320_gene:20114487-20118745_260312_173211_082613,3_AT3G54320_gene:20114487-20118745_260312_173211_082613,373,51.284182305630026,56.0,101,371,1338:371;1322:370;1883:368
1_AT1G70710_gene:26663337-26659128_260312_143035_194585,1_AT1G70710_gene:26663337-26659128_260312_143035_194585,199,43.91959798994975,48.0,75,198,1051:198;1432:196;1101:195
4_AT4G14540_gene:8344348-8345324_260312_185713_160167,4_AT4G14540_gene:8344348-8345324_260312_185713_160167,96,46.583333333333336,47.5,105,94,1004:94;1006:94;1090:93
1_AT1G13950_gene:4773433-4774935_260312_143035_215209,1_AT1G13950_gene:4773433-4774935_260312_143035_215209,160,57.75,66.0,113,158,1383:158;1069:156;1178:155
4_AT4G29080_gene:14325361-14323295_260312_184803_139559,4_AT4G29080_gene:14325361-14323295_260312_184803_139559,337,59.67062314540059,66.0,97,335,1052:335;1060:334;1067:333
2_AT2G41225_gene:17191486-17190977_260312_155945_133283,2_AT2G41225_gene:17191486-17190977_260312_155945_133283,92,44.65217391304348,44.5,109,89,2041:91;1019:89;1023:85
3_AT3G60640_gene:22415750-22417548_260312_173331_610197,3_AT3G60640_gene:22415750-22417548_260312_173331_610197,220,61.74090909090909,73.0,114,218,1356:219;1406:218;1145:216
1_AT1G56600_gene:21207536-21209635_260312_143035_181613,1_AT1G56600_gene:21207536-21209635_260312_143035_181613,124,55.66935483870968,61.5,127,123,1174:123;1019:111;1162:111
2_AT2G26300_gene:11196995-11201102_260312_160934_261058,2_AT2G26300_gene:11196995-11201102_260312_160934_261058,230,51.595652173913045,59.0,84,226,1856:226;1892:224;1081:223
