file,gene,n_individuals,avg_mut_per_ind,median_mut_per_ind,unique_positions,max_count_pos_base,top_positions
scaf_398_Zm00001eb441520_gene:26000-29975_260313_043720_182124,scaf_398_Zm00001eb441520_gene:26000-29975_260313_043720_182124,91,45.0,45.0,103,90,1342:90;1137:89;1255:77
3_Zm00001eb139490_gene:144576485-144590871_260313_012202_398020,3_Zm00001eb139490_gene:144576485-144590871_260313_012202_398020,91,45.0,45.0,115,84,1167:84;1214:82;1217:82
3_Zm00001eb158360_gene:219797033-219806504_260313_012213_942576,3_Zm00001eb158360_gene:219797033-219806504_260313_012213_942576,91,44.83516483516483,45.0,107,88,1149:88;1164:88;1176:88
5_Zm00001eb221280_gene:27465221-27467796_260313_013137_355460,5_Zm00001eb221280_gene:27465221-27467796_260313_013137_355460,94,46.170212765957444,46.5,110,91,1177:91;1199:90;1207:90
9_Zm00001eb373360_gene:9745306-9745651_260313_042737_876052,9_Zm00001eb373360_gene:9745306-9745651_260313_042737_876052,91,45.0,45.0,100,90,2050:90;2049:89;941:87
7_Zm00001eb321110_gene:153819173-153820003_260313_030157_208041,7_Zm00001eb321110_gene:153819173-153820003_260313_030157_208041,91,45.0,45.0,111,88,1043:88;1095:86;1096:86
7_Zm00001eb298790_gene:2369631-2371252_260313_030120_891750,7_Zm00001eb298790_gene:2369631-2371252_260313_030120_891750,91,45.0,45.0,102,88,1193:88;1213:88;1199:87
1_Zm00001eb056780_gene:281517778-281521970_260312_222938_704200,1_Zm00001eb056780_gene:281517778-281521970_260312_222938_704200,98,47.44897959183673,48.5,99,97,1318:97;1192:96;1188:94
9_Zm00001eb394060_gene:132595491-132599370_260313_042833_004045,9_Zm00001eb394060_gene:132595491-132599370_260313_042833_004045,91,45.0,45.0,106,85,1402:85;1186:83;1404:82
1_Zm00001eb029950_gene:164474121-164475847_260312_222938_860759,1_Zm00001eb029950_gene:164474121-164475847_260312_222938_860759,91,45.0,45.0,124,89,913:89;1120:87;907:86
10_Zm00001eb419060_gene:98307625-98308866_260312_235748_174211,10_Zm00001eb419060_gene:98307625-98308866_260312_235748_174211,91,45.0,45.0,97,90,951:90;1118:89;1119:87
1_Zm00001eb020350_gene:75394151-75390295_260312_222938_658025,1_Zm00001eb020350_gene:75394151-75390295_260312_222938_658025,92,45.391304347826086,45.5,111,84,1183:91;1186:89;1178:88
4_Zm00001eb175560_gene:50153761-50148375_260313_012723_225707,4_Zm00001eb175560_gene:50153761-50148375_260313_012723_225707,100,47.34,49.5,122,98,1308:99;1299:98;1154:95
1_Zm00001eb052700_gene:265550186-265547550_260312_222938_848332,1_Zm00001eb052700_gene:265550186-265547550_260312_222938_848332,92,45.22826086956522,45.5,102,91,1311:91;1213:90;1186:89
6_Zm00001eb281320_gene:132086562-132086085_260313_024955_059402,6_Zm00001eb281320_gene:132086562-132086085_260313_024955_059402,91,45.0,45.0,121,85,879:85;888:84;2007:83
scaf_360_Zm00001eb441240_gene:56200-55663_260313_043621_246029,scaf_360_Zm00001eb441240_gene:56200-55663_260313_043621_246029,91,45.0,45.0,119,90,1953:90;1959:89;628:87
2_Zm00001eb115720_gene:236767635-236763789_260312_235832_399193,2_Zm00001eb115720_gene:236767635-236763789_260312_235832_399193,91,45.0,45.0,110,83,1082:83;1043:77;1173:77
2_Zm00001eb080580_gene:43250938-43248223_260312_235826_639947,2_Zm00001eb080580_gene:43250938-43248223_260312_235826_639947,100,47.1,48.5,113,99,1315:99;1320:98;1130:90
9_Zm00001eb397320_gene:144850322-144855849_260313_042951_139179,9_Zm00001eb397320_gene:144850322-144855849_260313_042951_139179,91,45.0,45.0,131,85,877:90;928:85;1118:84
4_Zm00001eb174050_gene:40907305-40901229_260313_012520_286658,4_Zm00001eb174050_gene:40907305-40901229_260313_012520_286658,90,44.522222222222226,44.5,117,83,1601:83;1681:75;1312:74
6_Zm00001eb290990_gene:166342427-166341276_260313_025208_706373,6_Zm00001eb290990_gene:166342427-166341276_260313_025208_706373,91,45.0,45.0,108,89,874:89;1162:88;1139:86
9_Zm00001eb386820_gene:98122331-98123000_260313_042515_814329,9_Zm00001eb386820_gene:98122331-98123000_260313_042515_814329,91,45.0,45.0,115,90,1068:90;1889:89;1061:88
9_Zm00001eb403070_gene:158933007-158950363_260313_042426_602957,9_Zm00001eb403070_gene:158933007-158950363_260313_042426_602957,96,47.15625,47.5,102,95,912:95;1167:94;1161:93
8_Zm00001eb351080_gene:117872588-117868988_260313_042201_497268,8_Zm00001eb351080_gene:117872588-117868988_260313_042201_497268,93,45.365591397849464,46.0,104,90,1274:92;1233:91;1244:87
6_Zm00001eb264880_gene:31422627-31418213_260313_025511_565374,6_Zm00001eb264880_gene:31422627-31418213_260313_025511_565374,95,46.252631578947366,47.0,111,94,1268:94;1102:90;1107:90
6_Zm00001eb262400_gene:17495185-17490785_260313_025728_629137,6_Zm00001eb262400_gene:17495185-17490785_260313_025728_629137,91,44.83516483516483,45.0,124,90,1342:90;1138:89;1365:85
1_Zm00001eb030330_gene:167063933-167069025_260312_222938_843322,1_Zm00001eb030330_gene:167063933-167069025_260312_222938_843322,91,45.0,45.0,113,87,1182:87;1186:87;1189:87
1_Zm00001eb054100_gene:271099919-271102956_260312_222938_880329,1_Zm00001eb054100_gene:271099919-271102956_260312_222938_880329,92,45.19565217391305,45.5,115,86,1139:88;1145:88;1128:86
